"zpid","county","propertyTaxRate","timeOnZillowDays","yearBuilt","annualHomeownersInsurance","monthlyHoaFee","favoriteCount","pageViewCount"
83905471,"Fairfield County",1.69,371,2006,2398,NA,0,1
2077722241,"New London County",1.66,371,2008,2352,460,0,2
57872808,"Middlesex County",1.9,372,1958,2352,25,0,4
57978178,"New Haven County",2.13,372,1960,2352,NA,0,11
177218444,"Fairfield County",1.69,372,1982,2415,240,0,6
2057872672,"Fairfield County",1.69,372,2006,2398,345,0,0
2058828046,"Fairfield County",1.69,372,1985,2390,656,0,1
64788435,"Fairfield County",1.69,373,2007,2415,NA,0,4
241307091,"Fairfield County",1.69,373,1910,2415,NA,0,11
2090322492,"Fairfield County",1.69,373,1982,2415,250,0,10
57305858,"Fairfield County",1.69,376,1931,2415,NA,0,24
57985869,"New Haven County",2.13,376,1988,2415,NA,0,5
58968740,"New London County",1.66,376,1994,2394,NA,0,15
174066341,"Hartford County",2.16,376,1961,2415,NA,0,4
197772309,"Litchfield County",1.78,376,1986,2373,172,0,3
57962923,"New Haven County",2.13,377,1987,2428,448,0,75
58812551,"Fairfield County",1.69,377,1939,2415,NA,0,4
2071912374,"New Haven County",2.13,377,2016,2394,425,0,4
57874570,"Middlesex County",1.9,378,1978,2394,NA,0,7
177211250,"Fairfield County",1.69,378,1989,2373,742,0,6
177225264,"Fairfield County",1.69,378,1930,2373,NA,0,6
57844698,"Middlesex County",1.9,379,1997,2352,NA,0,9
59046663,"Hartford County",2.16,379,1989,2405,NA,0,3
174062316,"Hartford County",2.16,379,1971,2394,NA,0,11
57264474,"Fairfield County",1.69,383,1996,2415,NA,0,3
174058973,"Hartford County",2.16,383,1979,2359,NA,0,13
299800103,"Hartford County",2.16,383,2023,2391,NA,0,2
112793287,"New London County",1.66,384,2010,2390,NA,0,13
177186279,"Fairfield County",1.69,384,1914,2352,NA,0,13
2064255059,"Hartford County",2.16,384,2022,2391,NA,0,10
174442461,"New Haven County",2.13,386,2014,2352,NA,0,6
2065078170,"Fairfield County",1.69,386,2022,2373,NA,0,0
2065080155,"Fairfield County",1.69,386,2022,2436,NA,0,0
57871032,"Middlesex County",1.9,387,1930,2415,38,0,11
59080771,"Hartford County",2.16,387,2001,2415,NA,0,5
58833726,"Fairfield County",1.69,390,1957,2415,NA,0,12
58912771,"New Haven County",2.13,390,1969,2352,NA,0,7
59969782,"New Haven County",2.13,390,1964,2415,NA,0,11
2059778534,"Fairfield County",1.69,391,1984,2434,600,0,0
58772335,"Fairfield County",1.69,393,1968,2373,NA,0,8
59058138,"Hartford County",2.16,393,1988,2415,NA,0,5
58863241,"Litchfield County",1.78,394,1996,2394,NA,0,6
57871160,"Middlesex County",1.9,397,1961,2365,27,0,31
174047358,"Hartford County",2.16,397,1997,2373,NA,0,5
177213588,"Fairfield County",1.69,397,2007,2420,298,0,5
60012410,"Hartford County",2.16,398,1986,2415,NA,1,8
174063281,"Hartford County",2.16,398,2020,2352,NA,0,5
58836029,"Fairfield County",1.69,399,1926,2415,NA,0,4
57778083,"Hartford County",2.16,29,1926,2936,NA,261,4530
57235612,"Fairfield County",1.69,29,1926,2625,NA,250,3760
112795113,"Middlesex County",1.9,401,2011,2390,NA,0,1
157606289,"New London County",1.66,404,1976,2394,NA,0,6
177225915,"Fairfield County",1.69,405,1951,2360,NA,1,24
241552555,"New Haven County",2.13,405,2021,2436,292,0,0
157610286,"New London County",1.66,406,2000,2415,NA,0,2
174210857,"Hartford County",2.16,408,1952,2415,NA,0,6
58811567,"Fairfield County",1.69,409,1965,2394,NA,0,14
57321630,"Fairfield County",1.69,411,1983,2352,NA,0,2
57403030,"Fairfield County",1.69,411,1964,2352,NA,0,3
58059108,"New London County",1.66,411,2000,2415,NA,0,7
58136444,"Hartford County",2.16,411,1985,2360,NA,2,19
58833366,"Fairfield County",1.69,411,1946,2352,NA,0,10
58901294,"New Haven County",2.13,411,1958,2394,NA,0,5
109722389,"New Haven County",2.13,411,2010,2415,NA,0,0
123955294,"Tolland County",2.06,411,2016,2402,NA,0,1
174091038,"Hartford County",2.16,411,1998,2415,NA,1,38
177212680,"Fairfield County",1.69,411,2003,2407,400,0,3
58958870,"New Haven County",2.13,412,1972,2415,NA,0,3
59045513,"Hartford County",2.16,412,1988,2363,NA,0,2
59300873,"New Haven County",2.13,412,2004,2394,230,0,3
59969599,"New Haven County",2.13,412,1998,2415,NA,0,5
97446692,"Fairfield County",1.69,412,2010,2432,NA,0,2
174101124,"Hartford County",2.16,412,2016,2352,90,0,12
325543723,"Hartford County",2.16,412,2022,2366,NA,0,2
2081509237,"Hartford County",2.16,412,2021,2366,NA,0,5
58822753,"Fairfield County",1.69,413,1950,2352,NA,0,3
2080590026,"Fairfield County",1.69,413,2010,2432,470,0,0
174083605,"Hartford County",2.16,414,1983,2352,NA,0,6
57948778,"New Haven County",2.13,415,1957,2373,NA,0,3
2067969657,"New Haven County",2.13,417,2022,2394,NA,0,2
57232612,"Fairfield County",1.69,418,1963,2394,NA,0,10
57289782,"Fairfield County",1.69,418,1956,2411,NA,0,3
57307582,"Fairfield County",1.69,418,1930,2415,NA,0,0
57348891,"Fairfield County",1.69,418,1968,2352,NA,0,1
114455171,"Tolland County",2.06,418,1730,2373,NA,0,18
58808256,"Fairfield County",1.69,419,1790,2381,NA,0,8
174037318,"Hartford County",2.16,420,1997,2394,NA,0,5
57885575,"New Haven County",2.13,421,1968,2352,NA,0,6
57991813,"New Haven County",2.13,421,1994,2356,NA,0,1
124429302,"Fairfield County",1.69,421,2014,2373,NA,0,4
200401509,"Middlesex County",1.9,421,2003,2373,NA,0,1
58901862,"New Haven County",2.13,422,1976,2352,8,0,5
200402422,"Middlesex County",1.9,422,2003,2373,NA,0,2
57289882,"Fairfield County",1.69,425,1919,2419,NA,0,6
174186779,"Hartford County",2.16,425,1956,2352,NA,0,12
174443571,"New Haven County",2.13,426,1960,2411,NA,0,4
339588059,"New Haven County",2.13,428,2022,2352,NA,0,1
57341676,"Fairfield County",1.69,429,1973,2432,NA,0,4
177225036,"Fairfield County",1.69,429,1952,2373,NA,0,20
57318485,"Fairfield County",1.69,432,1913,2394,NA,0,13
58798228,"Fairfield County",1.69,432,1950,2423,NA,0,5
57914672,"New Haven County",2.13,435,1937,2394,NA,0,1
339579121,"New Haven County",2.13,435,2022,2373,NA,0,0
339584071,"New Haven County",2.13,435,2022,2394,NA,0,1
58809260,"Fairfield County",1.69,436,1990,2352,NA,0,2
58812381,"Fairfield County",1.69,436,1945,2415,NA,0,2
87622798,"Hartford County",2.16,436,2006,2373,NA,0,8
177185140,"Fairfield County",1.69,436,1950,2352,NA,0,0
2060940513,"New Haven County",2.13,436,2022,2373,390,0,1
58800979,"Fairfield County",1.69,439,1900,2415,NA,0,4
59079400,"Hartford County",2.16,439,2007,2367,NA,0,2
197789257,"Litchfield County",1.78,439,1919,2381,NA,0,1
200430430,"Middlesex County",1.9,439,2006,2394,NA,0,3
2058985376,"Fairfield County",1.69,439,1990,2352,358,0,2
82406398,"New Haven County",2.13,440,2014,2352,390,0,8
2059929949,"Fairfield County",1.69,440,1950,2352,NA,0,5
2060125379,"New Haven County",2.13,440,2014,2352,465,0,2
57980381,"New Haven County",2.13,442,1963,2373,NA,0,4
2058852841,"Fairfield County",1.69,442,1987,2415,559,0,2
174434710,"New Haven County",2.13,443,1988,2373,NA,0,7
58783096,"Fairfield County",1.69,446,1953,2394,NA,0,9
59017762,"Hartford County",2.16,446,1908,2377,NA,0,14
57400561,"Fairfield County",1.69,450,1962,2415,NA,0,2
58815761,"Fairfield County",1.69,450,1958,2415,NA,0,1
216669222,"New London County",1.66,450,2007,2415,NA,0,8
89243090,"New London County",1.66,453,2007,2415,NA,0,10
174501075,"New Haven County",2.13,453,1948,2415,NA,0,6
58961053,"New London County",1.66,454,1979,2394,NA,0,0
59027137,"Hartford County",2.16,454,1979,2394,NA,0,2
157574264,"New London County",1.66,455,1957,2352,NA,0,7
177234846,"Fairfield County",1.69,455,1949,2415,NA,0,3
2060225706,"Fairfield County",0,455,1960,2415,1153,0,0
59973423,"New London County",1.66,456,2002,2352,NA,0,16
60018583,"New Haven County",2.13,457,1972,2415,NA,0,8
68575507,"Fairfield County",1.69,457,2004,2373,305,0,3
119692554,"Fairfield County",1.69,457,2012,2373,NA,0,2
197800253,"Litchfield County",1.78,457,1790,2373,NA,0,7
339584229,"New Haven County",2.13,462,2023,2415,NA,0,1
2079087564,"Fairfield County",1.69,462,2012,2373,395,0,0
116229750,"New Haven County",2.13,463,2011,2373,NA,0,2
2060270556,"New Haven County",2.13,464,2011,2373,480,0,4
57691690,"Hartford County",2.16,467,1951,2415,NA,1,14
58807624,"Fairfield County",1.69,467,1955,2352,NA,0,14
58971700,"New London County",1.66,467,1952,2408,NA,0,5
57894722,"New Haven County",2.13,469,1986,2384,NA,0,8
61801056,"Hartford County",2.16,469,2002,2415,NA,0,4
177192540,"Fairfield County",1.69,469,1920,2415,NA,0,2
2060216614,"Hartford County",2.16,469,2002,2415,380,0,5
58815246,"Fairfield County",1.69,470,1959,2373,NA,0,7
2060608315,"Windham County",1.69,470,2020,2373,NA,0,2
57715611,"Hartford County",2.16,474,1792,2394,NA,0,6
58058899,"New London County",1.66,474,1950,2415,NA,0,1
58125748,"Windham County",1.69,474,1995,2415,NA,0,6
2060270609,"New London County",1.66,474,1987,2373,625,0,2
157582235,"New London County",1.66,475,1987,2373,NA,0,0
57336734,"Fairfield County",1.69,476,2018,2373,6,0,15
57349867,"Fairfield County",1.69,476,1972,2415,NA,0,3
57990466,"New Haven County",2.13,476,1997,2394,NA,0,6
174073867,"Hartford County",2.16,476,1941,2390,NA,0,4
177236455,"Fairfield County",1.69,476,1999,2352,NA,0,1
2122907453,"Fairfield County",1.69,478,1930,2360,NA,0,7
157570763,"New London County",1.66,482,1994,2365,71,0,19
177211728,"Fairfield County",1.69,482,1993,2394,581,0,5
177252054,"Fairfield County",1.69,482,1954,2356,NA,0,3
58781173,"Fairfield County",1.69,483,1957,2415,NA,0,10
58898009,"New Haven County",2.13,484,1973,2405,NA,0,6
57943704,"New Haven County",2.13,485,1920,2394,NA,0,5
58785017,"Fairfield County",1.69,485,1949,2352,NA,0,11
177194175,"Fairfield County",1.69,485,1950,2394,NA,0,3
2061229291,"Fairfield County",1.69,485,1950,2394,NA,0,2
177351367,"Fairfield County",1.69,488,2014,2415,300,0,4
200402507,"Middlesex County",1.9,488,1980,2352,NA,0,8
241180590,"Hartford County",2.16,489,2022,2415,NA,0,3
58914208,"New Haven County",2.13,490,1991,2415,NA,0,25
58981903,"New London County",1.66,490,1996,2352,NA,1,148
57268354,"Fairfield County",1.69,491,1999,2352,NA,0,6
2063565918,"New London County",1.66,22,1996,2835,NA,98,2012
174115556,"Hartford County",2.16,496,2003,2415,300,1,11
59300543,"Fairfield County",1.69,498,2002,2373,NA,0,3
177131545,"Fairfield County",1.69,498,1949,2352,NA,0,8
57272967,"Fairfield County",1.69,499,2020,2394,NA,0,6
174071254,"Hartford County",2.16,499,1999,2415,NA,0,1
177315361,"Fairfield County",1.69,499,1973,2352,NA,0,6
2060439458,"Hartford County",2.16,499,2000,2363,793,0,18
2074801926,"Fairfield County",1.69,499,2002,2373,518,0,1
2061466354,"Fairfield County",1.69,501,1982,2356,449,0,2
59045118,"Hartford County",2.16,502,2000,2363,NA,0,7
59045445,"Hartford County",2.16,502,1971,2352,NA,0,1
177199029,"Fairfield County",1.69,502,1950,2365,NA,0,3
177282251,"Fairfield County",1.69,502,1936,2373,NA,0,2
57924173,"New Haven County",2.13,503,1991,2360,NA,0,5
2062752357,"Middlesex County",1.9,503,2022,2355,NA,0,12
57293551,"Fairfield County",1.69,504,1947,2352,NA,0,5
68574576,"Fairfield County",1.69,505,2005,2415,NA,0,11
333886787,"Windham County",1.69,506,2021,2415,NA,0,1
58842783,"Middlesex County",1.9,509,1989,2394,NA,0,2
59062519,"Hartford County",2.16,509,1991,2415,NA,0,14
59969710,"New Haven County",2.13,509,1970,2394,NA,0,12
157571164,"New London County",1.66,509,1983,2415,NA,0,12
333780703,"Fairfield County",1.69,509,2022,2352,NA,0,3
68575379,"Fairfield County",1.69,510,2011,2363,NA,0,1
57795445,"Litchfield County",1.78,511,1988,2415,NA,0,1
177194578,"Fairfield County",1.69,511,1910,2428,NA,0,7
2112285270,"Fairfield County",1.69,511,2009,2363,430,0,2
57289308,"Fairfield County",1.69,512,1975,2352,NA,0,7
57231611,"Fairfield County",1.69,516,1972,2394,NA,0,2
57407292,"Fairfield County",1.69,516,1951,2415,NA,0,1
174449301,"New Haven County",2.13,516,2021,2385,NA,0,13
200444585,"Middlesex County",1.9,516,2004,2352,NA,0,0
62942362,"Middlesex County",1.9,519,2004,2352,NA,0,6
57334323,"Fairfield County",1.69,520,1946,2394,NA,0,9
63419889,"New Haven County",2.13,520,2004,2415,NA,0,2
58068423,"New London County",1.66,523,1992,2352,NA,0,1
177206105,"Fairfield County",1.69,523,1981,2415,791,0,1
200398311,"Middlesex County",1.9,523,1780,2415,NA,0,9
2062630133,"New London County",1.66,523,1975,2373,NA,0,3
57337609,"Fairfield County",1.69,5,1973,2499,NA,0,26
2063598653,"Litchfield County",1.78,5,2010,2436,NA,0,21
2055734950,"Litchfield County",1.78,6,2023,2486,NA,0,14
57800674,"Litchfield County",1.78,7,1996,2455,NA,2,56
177212674,"Fairfield County",1.69,7,2004,2478,450,0,30
59021346,"Hartford County",2.16,8,1927,2478,NA,1,131
57897951,"New Haven County",2.13,12,1920,2503,NA,0,54
57902248,"New Haven County",2.13,12,1988,2457,480,1,38
59028779,"Hartford County",2.16,12,1984,2478,NA,2,65
57945824,"New Haven County",2.13,14,1948,2457,NA,0,37
58986738,"Tolland County",2.06,14,1993,2503,17,1,93
174468485,"New Haven County",2.13,14,1981,2457,NA,1,59
200399087,"Middlesex County",1.9,14,1933,2478,NA,0,70
58926895,"New Haven County",2.13,15,2003,2436,NA,1,73
174066681,"Hartford County",2.16,19,1959,2478,NA,1,121
241337581,"New Haven County",2.13,19,1984,2436,659,0,32
58783127,"Fairfield County",1.69,20,1964,2507,NA,0,82
57399739,"Fairfield County",1.69,22,2003,2436,550,1,54
57400369,"Fairfield County",1.69,22,1966,2478,NA,2,92
58922686,"New Haven County",2.13,22,1940,2457,NA,0,53
57351926,"Fairfield County",1.69,23,1982,2478,NA,0,82
57351184,"Fairfield County",1.69,26,1970,2457,NA,3,187
57406620,"Fairfield County",1.69,26,1963,2440,NA,2,86
59080034,"Hartford County",2.16,26,1976,2499,NA,0,92
174066646,"Hartford County",2.16,26,1978,2457,NA,2,177
57262233,"Fairfield County",1.69,27,1938,2478,NA,0,243
58812520,"Fairfield County",1.69,27,1936,2436,NA,1,107
57778657,"Hartford County",2.16,29,1935,2457,NA,2,336
207205298,"Tolland County",2.06,29,2006,2499,NA,1,257
57914024,"New Haven County",2.13,33,1931,2436,NA,1,74
69305032,"Hartford County",2.16,33,2006,2499,NA,0,138
177187093,"Fairfield County",1.69,35,1922,2478,NA,0,47
58795267,"Fairfield County",1.69,36,1947,2503,NA,1,108
59972526,"New London County",1.66,36,1997,2499,NA,1,47
57291953,"Fairfield County",1.69,40,1956,2478,NA,1,113
57303830,"Fairfield County",1.69,40,1937,2478,NA,1,93
57819137,"Litchfield County",1.78,40,1761,2457,NA,0,70
57953217,"New Haven County",2.13,40,1966,2478,NA,0,72
58811559,"Fairfield County",1.69,40,1937,2478,NA,0,65
197772600,"Litchfield County",1.78,41,1994,2516,NA,0,37
58948761,"New Haven County",2.13,42,1988,2457,NA,0,72
60010222,"Hartford County",2.16,42,1971,2457,NA,0,72
349341056,"Fairfield County",1.69,42,2022,2478,NA,0,5
124133348,"Hartford County",2.16,43,1976,2470,NA,0,46
57402775,"Fairfield County",1.69,47,1987,2457,607,0,34
57697024,"Hartford County",2.16,47,1955,2499,NA,0,62
61805900,"Middlesex County",1.9,47,2001,2478,NA,1,34
157581363,"New London County",1.66,47,1978,2436,NA,0,81
174177275,"Hartford County",2.16,47,1997,2440,NA,0,71
174428595,"New Haven County",2.13,47,2011,2444,NA,0,51
174430979,"New Haven County",2.13,47,1998,2520,NA,0,30
2053206209,"Windham County",1.69,47,2024,2478,NA,0,44
177187607,"Fairfield County",1.69,48,1940,2499,NA,1,57
69848889,"Hartford County",2.16,51,2006,2457,NA,0,13
58943194,"New Haven County",2.13,54,1950,2436,NA,0,40
344798225,"Hartford County",2.16,54,2006,2457,240,0,62
57405385,"Fairfield County",1.69,55,1985,2457,NA,0,22
339543893,"Windham County",1.69,55,2023,2520,NA,0,18
59969827,"New Haven County",2.13,56,1964,2457,NA,0,51
58892139,"New Haven County",2.13,57,1993,2482,NA,0,33
57232101,"Fairfield County",1.69,58,1974,2469,NA,0,15
200400329,"Middlesex County",1.9,58,1988,2499,NA,0,32
119311650,"Fairfield County",1.69,61,2015,2478,435,0,12
58809468,"Fairfield County",1.69,62,1932,2457,NA,0,23
207196677,"Tolland County",2.06,62,1987,2476,NA,0,39
57319621,"Fairfield County",1.69,63,1985,2478,NA,0,14
348003569,"Fairfield County",1.69,63,2022,2478,NA,0,3
58791506,"Fairfield County",1.69,64,1965,2520,NA,0,26
177130036,"Fairfield County",1.69,64,1972,2470,NA,1,39
58775546,"Fairfield County",1.69,67,1978,2457,NA,0,25
62545568,"New Haven County",2.13,68,1999,2436,NA,0,14
339977691,"New Haven County",2.13,69,1999,2436,2,0,21
240522432,"Fairfield County",1.69,70,1930,2503,NA,0,20
174214304,"Hartford County",2.16,71,1968,2470,NA,0,38
2056871785,"New London County",1.66,71,2001,2516,NA,0,26
57810430,"Litchfield County",1.78,72,2005,2499,NA,0,17
325543709,"Hartford County",2.16,72,2022,2475,NA,0,4
2130237280,"Fairfield County",1.69,72,1930,2503,5266,2,25
58078938,"New London County",1.66,75,1970,2457,16,32,721
2069081737,"Hartford County",2.16,76,2024,2496,NA,0,8
57838061,"Litchfield County",1.78,77,1987,2436,NA,0,25
109736083,"New Haven County",2.13,77,1989,2482,NA,0,37
58139266,"Hartford County",2.16,78,1979,2457,NA,0,29
58913525,"New Haven County",2.13,79,1976,2499,NA,1,66
59028825,"Hartford County",2.16,79,1999,2457,NA,0,25
174072356,"Hartford County",2.16,79,1977,2478,NA,0,19
174436437,"New Haven County",2.13,79,1928,2474,NA,1,46
174477624,"New Haven County",2.13,79,1920,2436,NA,0,29
57898414,"New Haven County",2.13,82,1945,2478,NA,0,31
57993607,"New Haven County",2.13,82,1988,2478,NA,0,43
58801448,"Fairfield County",1.69,82,1930,2507,NA,0,26
57408352,"Fairfield County",1.69,83,1969,2486,NA,0,14
57947698,"New Haven County",2.13,83,1966,2478,NA,0,28
174451225,"New Haven County",2.13,83,2009,2499,NA,1,13
177191084,"Fairfield County",1.69,83,1960,2478,NA,0,25
57901565,"New Haven County",2.13,85,1999,2457,NA,0,27
174365068,"New Haven County",2.13,86,2015,2457,NA,0,14
58048669,"New London County",1.66,89,1930,2520,NA,0,14
58943539,"New Haven County",2.13,89,1935,2436,NA,0,22
59970031,"New Haven County",2.13,89,1972,2436,NA,0,18
58873414,"Litchfield County",1.78,91,1993,2486,NA,0,32
59965648,"Hartford County",2.16,92,1998,2457,NA,0,18
241255484,"Fairfield County",1.69,96,2015,2478,NA,0,2
2061441081,"New Haven County",2.13,96,2023,2485,350,0,15
2053896567,"New London County",1.66,98,2024,2516,NA,1,6
2063054126,"New London County",1.66,98,2024,2516,NA,0,10
57832192,"Litchfield County",1.78,99,2001,2499,NA,1,8
2053896813,"New London County",1.66,100,2024,2516,NA,0,1
174066117,"Hartford County",2.16,103,1976,2457,NA,0,18
57232733,"Fairfield County",1.69,104,1978,2457,NA,0,10
109733545,"Middlesex County",1.9,104,2022,2484,17,0,11
57344108,"Fairfield County",1.69,105,1962,2478,NA,0,21
57400504,"Fairfield County",1.69,105,1966,2461,NA,0,16
58903066,"New Haven County",2.13,105,1993,2478,NA,0,23
157595223,"New London County",1.66,105,2015,2444,NA,0,20
57795402,"Litchfield County",1.78,106,1986,2436,NA,0,14
57833074,"Litchfield County",1.78,106,1965,2436,NA,0,3
343686440,"Fairfield County",1.69,106,2022,2478,NA,0,0
57320792,"Fairfield County",1.69,110,2002,2474,NA,0,19
57333826,"Fairfield County",1.69,110,1934,2483,NA,0,14
200400457,"Middlesex County",1.9,111,1979,2436,NA,0,36
200403270,"Middlesex County",1.9,112,1917,2436,NA,0,39
325543706,"Hartford County",2.16,112,2022,2449,NA,0,9
58771841,"Fairfield County",1.69,113,1977,2436,NA,0,10
58773107,"Fairfield County",1.69,113,1920,2440,NA,0,28
177217233,"Fairfield County",1.69,113,1900,2499,623,0,6
2080227449,"Hartford County",2.16,113,2021,2449,NA,0,15
57782606,"Hartford County",2.16,117,1952,2436,NA,0,27
57351177,"Fairfield County",1.69,118,1979,2440,NA,0,9
58864837,"Litchfield County",1.78,118,1965,2436,NA,0,21
58981696,"New London County",1.66,118,1985,2478,NA,0,21
57943918,"New Haven County",2.13,124,2014,2457,NA,0,28
59024906,"Hartford County",2.16,124,2001,2440,NA,0,31
114454760,"Windham County",1.69,124,2011,2449,NA,1,21
174040541,"Hartford County",2.16,124,1953,2478,NA,0,13
58816452,"Fairfield County",1.69,127,1948,2461,NA,0,14
177177037,"Fairfield County",1.69,127,1978,2516,NA,0,16
2062619558,"Hartford County",2.16,127,2023,2451,NA,0,3
57296948,"Fairfield County",1.69,128,1948,2457,NA,0,13
57728833,"Hartford County",2.16,131,2001,2465,54,0,20
57776512,"Hartford County",2.16,131,1916,2516,NA,1,34
58817214,"Fairfield County",1.69,132,1980,2478,NA,0,7
2063595084,"Fairfield County",1.69,132,1980,2478,494,0,19
57394738,"Fairfield County",1.69,134,1974,2436,NA,0,6
58893208,"New Haven County",2.13,134,1957,2457,NA,0,5
